latitude,longitude,category,name,safety_score,description
11.002104,76.945861,traffic_risk,Accident Prone Area 329,2,High accident probability due to traffic conditions.
11.047849,76.973234,busy_market,Market Area 330,5,Crowded area; safe but watch for pickpocketing.
11.028822,76.939796,school_zone,School Zone 331,10,Frequent pedestrian movement; safer during day.
10.969265,76.88918,traffic_risk,Accident Prone Area 332,2,High accident probability due to traffic conditions.
10.977031,76.94886,busy_market,Market Area 333,5,Crowded area; safe but watch for pickpocketing.
11.079696,76.951089,isolated_area,Isolated Stretch 334,2,Low foot traffic; avoid during late hours.
10.996615,77.019518,crime_hotspot,Reported Incident Zone 335,4,Area with past reported theft or incidents; caution advised.
11.098788,76.868264,well_lit_area,Well Lit Street 336,9,Street has good lighting; relatively safer at night.
11.071262,76.920144,busy_market,Market Area 337,5,Crowded area; safe but watch for pickpocketing.
11.015998,76.867098,isolated_area,Isolated Stretch 338,3,Low foot traffic; avoid during late hours.
11.037158,76.8595,traffic_risk,Accident Prone Area 339,4,High accident probability due to traffic conditions.
11.001855,76.994382,crime_hotspot,Reported Incident Zone 340,2,Area with past reported theft or incidents; caution advised.
11.096338,76.926848,night_patrol_point,Night Patrol Point 341,10,Regular police patrol during night.
11.095714,77.043312,well_lit_area,Well Lit Street 342,10,Street has good lighting; relatively safer at night.
11.033483,76.867525,hospital,Hospital 343,9,Emergency medical services available nearby.
11.06605,76.935693,police_station,Police Station 344,9,Nearby police presence improves safety.
11.079935,76.983855,school_zone,School Zone 345,7,Frequent pedestrian movement; safer during day.
11.039566,76.873156,traffic_risk,Accident Prone Area 346,3,High accident probability due to traffic conditions.
10.959712,76.970703,isolated_area,Isolated Stretch 347,3,Low foot traffic; avoid during late hours.
11.066659,76.988028,school_zone,School Zone 348,8,Frequent pedestrian movement; safer during day.
10.993164,76.934341,school_zone,School Zone 349,10,Frequent pedestrian movement; safer during day.
11.040154,77.021776,community_watch,Community Watch Point 350,8,Active local community monitoring area.
11.014647,76.933653,traffic_risk,Accident Prone Area 351,2,High accident probability due to traffic conditions.
11.024059,76.867566,busy_market,Market Area 352,5,Crowded area; safe but watch for pickpocketing.
11.070658,76.986146,community_watch,Community Watch Point 353,8,Active local community monitoring area.
11.071855,76.907313,busy_market,Market Area 354,5,Crowded area; safe but watch for pickpocketing.
11.003285,77.02035,well_lit_area,Well Lit Street 355,10,Street has good lighting; relatively safer at night.
11.00789,76.964457,isolated_area,Isolated Stretch 356,3,Low foot traffic; avoid during late hours.
11.022934,76.880227,traffic_risk,Accident Prone Area 357,4,High accident probability due to traffic conditions.
11.057295,76.880137,well_lit_area,Well Lit Street 358,6,Street has good lighting; relatively safer at night.
11.004134,76.905645,traffic_risk,Accident Prone Area 359,4,High accident probability due to traffic conditions.
11.099327,77.04072,night_patrol_point,Night Patrol Point 360,8,Regular police patrol during night.
10.954282,76.914252,traffic_risk,Accident Prone Area 361,4,High accident probability due to traffic conditions.
11.027287,77.04192,busy_market,Market Area 362,4,Crowded area; safe but watch for pickpocketing.
11.010772,76.929007,isolated_area,Isolated Stretch 363,1,Low foot traffic; avoid during late hours.
11.055721,76.928757,police_station,Police Station 364,6,Nearby police presence improves safety.
11.034778,77.024803,community_watch,Community Watch Point 365,7,Active local community monitoring area.
11.011668,76.963071,isolated_area,Isolated Stretch 366,3,Low foot traffic; avoid during late hours.
11.091967,76.88089,isolated_area,Isolated Stretch 367,1,Low foot traffic; avoid during late hours.
11.084449,76.888086,community_watch,Community Watch Point 368,8,Active local community monitoring area.
10.97787,76.929682,crime_hotspot,Reported Incident Zone 369,1,Area with past reported theft or incidents; caution advised.
11.031127,76.95814,crime_hotspot,Reported Incident Zone 370,3,Area with past reported theft or incidents; caution advised.
10.954606,77.026277,traffic_risk,Accident Prone Area 371,4,High accident probability due to traffic conditions.
11.026943,76.876652,isolated_area,Isolated Stretch 372,2,Low foot traffic; avoid during late hours.
11.041053,77.021649,traffic_risk,Accident Prone Area 373,2,High accident probability due to traffic conditions.
11.060067,76.923916,community_watch,Community Watch Point 374,9,Active local community monitoring area.
10.990554,76.998193,hospital,Hospital 375,8,Emergency medical services available nearby.
11.007093,77.006178,isolated_area,Isolated Stretch 376,4,Low foot traffic; avoid during late hours.
11.022173,76.948704,busy_market,Market Area 377,6,Crowded area; safe but watch for pickpocketing.
10.967429,76.930553,isolated_area,Isolated Stretch 378,1,Low foot traffic; avoid during late hours.
10.984356,77.003048,police_station,Police Station 379,10,Nearby police presence improves safety.
11.008047,76.975658,busy_market,Market Area 380,6,Crowded area; safe but watch for pickpocketing.
11.001505,76.868319,well_lit_area,Well Lit Street 381,8,Street has good lighting; relatively safer at night.
11.035281,76.99046,busy_market,Market Area 382,5,Crowded area; safe but watch for pickpocketing.
10.963402,76.937885,hospital,Hospital 383,10,Emergency medical services available nearby.
10.97641,76.9904,night_patrol_point,Night Patrol Point 384,7,Regular police patrol during night.
11.013016,77.041467,school_zone,School Zone 385,6,Frequent pedestrian movement; safer during day.
11.079036,76.869448,school_zone,School Zone 386,8,Frequent pedestrian movement; safer during day.
11.002363,76.89866,isolated_area,Isolated Stretch 387,3,Low foot traffic; avoid during late hours.
11.019432,76.942252,night_patrol_point,Night Patrol Point 388,9,Regular police patrol during night.
11.084688,76.877341,crime_hotspot,Reported Incident Zone 389,2,Area with past reported theft or incidents; caution advised.
11.03055,76.913248,traffic_risk,Accident Prone Area 390,2,High accident probability due to traffic conditions.
11.096825,76.87701,busy_market,Market Area 391,6,Crowded area; safe but watch for pickpocketing.
11.072175,76.933589,traffic_risk,Accident Prone Area 392,1,High accident probability due to traffic conditions.
10.952107,77.037913,crime_hotspot,Reported Incident Zone 393,3,Area with past reported theft or incidents; caution advised.
11.055447,77.047467,night_patrol_point,Night Patrol Point 394,8,Regular police patrol during night.
11.074919,77.008699,night_patrol_point,Night Patrol Point 395,6,Regular police patrol during night.
11.088552,77.026439,busy_market,Market Area 396,4,Crowded area; safe but watch for pickpocketing.
11.088414,76.949952,crime_hotspot,Reported Incident Zone 397,4,Area with past reported theft or incidents; caution advised.
10.999566,76.930284,crime_hotspot,Reported Incident Zone 398,1,Area with past reported theft or incidents; caution advised.
11.002846,77.021212,night_patrol_point,Night Patrol Point 399,6,Regular police patrol during night.
11.080272,76.881805,well_lit_area,Well Lit Street 400,7,Street has good lighting; relatively safer at night.
10.959719,76.941211,traffic_risk,Accident Prone Area 401,1,High accident probability due to traffic conditions.
11.009886,76.934562,isolated_area,Isolated Stretch 402,2,Low foot traffic; avoid during late hours.
10.988805,76.917361,night_patrol_point,Night Patrol Point 403,10,Regular police patrol during night.
11.067954,76.963962,community_watch,Community Watch Point 404,7,Active local community monitoring area.
11.010325,76.863745,well_lit_area,Well Lit Street 405,10,Street has good lighting; relatively safer at night.
11.086095,76.856449,school_zone,School Zone 406,6,Frequent pedestrian movement; safer during day.
11.092385,77.025641,isolated_area,Isolated Stretch 407,2,Low foot traffic; avoid during late hours.
11.083626,76.893984,community_watch,Community Watch Point 408,7,Active local community monitoring area.
11.070817,76.973603,hospital,Hospital 409,8,Emergency medical services available nearby.
11.003396,77.036688,isolated_area,Isolated Stretch 410,4,Low foot traffic; avoid during late hours.
11.07305,76.879326,school_zone,School Zone 411,6,Frequent pedestrian movement; safer during day.
10.983737,76.878339,crime_hotspot,Reported Incident Zone 412,4,Area with past reported theft or incidents; caution advised.
10.972766,76.904036,traffic_risk,Accident Prone Area 413,2,High accident probability due to traffic conditions.
10.988239,76.90993,hospital,Hospital 414,7,Emergency medical services available nearby.
11.029054,77.025872,crime_hotspot,Reported Incident Zone 415,4,Area with past reported theft or incidents; caution advised.
11.073319,77.042202,isolated_area,Isolated Stretch 416,2,Low foot traffic; avoid during late hours.
10.959619,76.899773,police_station,Police Station 417,7,Nearby police presence improves safety.
11.000794,76.96761,well_lit_area,Well Lit Street 418,7,Street has good lighting; relatively safer at night.
10.953259,76.966092,night_patrol_point,Night Patrol Point 419,9,Regular police patrol during night.
10.998749,76.880206,crime_hotspot,Reported Incident Zone 420,3,Area with past reported theft or incidents; caution advised.
10.960669,76.85676,community_watch,Community Watch Point 421,7,Active local community monitoring area.
11.015956,76.987632,police_station,Police Station 422,7,Nearby police presence improves safety.
10.983287,76.945156,busy_market,Market Area 423,5,Crowded area; safe but watch for pickpocketing.
10.968303,77.005992,school_zone,School Zone 424,7,Frequent pedestrian movement; safer during day.
11.071089,76.954402,well_lit_area,Well Lit Street 425,7,Street has good lighting; relatively safer at night.
10.977004,76.995837,traffic_risk,Accident Prone Area 426,4,High accident probability due to traffic conditions.
10.957,77.023769,police_station,Police Station 427,6,Nearby police presence improves safety.
11.087235,76.921099,crime_hotspot,Reported Incident Zone 428,4,Area with past reported theft or incidents; caution advised.
11.066388,76.94334,isolated_area,Isolated Stretch 429,3,Low foot traffic; avoid during late hours.
11.073851,76.998858,isolated_area,Isolated Stretch 430,3,Low foot traffic; avoid during late hours.
11.088159,76.919812,traffic_risk,Accident Prone Area 431,1,High accident probability due to traffic conditions.
11.07661,76.997173,police_station,Police Station 432,6,Nearby police presence improves safety.
10.980322,77.027473,crime_hotspot,Reported Incident Zone 433,2,Area with past reported theft or incidents; caution advised.
11.091627,76.888034,school_zone,School Zone 434,9,Frequent pedestrian movement; safer during day.
10.999304,76.873508,police_station,Police Station 435,8,Nearby police presence improves safety.
11.025011,76.963332,police_station,Police Station 436,7,Nearby police presence improves safety.
11.062868,76.877567,traffic_risk,Accident Prone Area 437,1,High accident probability due to traffic conditions.
10.978425,76.92285,busy_market,Market Area 438,6,Crowded area; safe but watch for pickpocketing.
