id,category,latitude,longitude,safety_score,geom
1594,transit_stop,13.081863,80.236293,10,POINT(80.236293 13.081863)
1595,transit_stop,13.058144,80.293632,10,POINT(80.293632 13.058144)
1596,street_light,13.052168,80.25049,20,POINT(80.25049 13.052168)
1597,hotspot,13.093506,80.184222,-60,POINT(80.184222 13.093506)
1598,theft_burglary,13.092794,80.213637,-40,POINT(80.213637 13.092794)
1599,street_light,13.085226,80.26521,20,POINT(80.26521 13.085226)
1600,street_light,13.038246,80.182151,20,POINT(80.182151 13.038246)
1601,street_light,13.101747,80.193304,20,POINT(80.193304 13.101747)
1602,transit_stop,13.064984,80.258161,10,POINT(80.258161 13.064984)
1603,store_24h,13.007298,80.1715,30,POINT(80.1715 13.007298)
1604,street_light,13.096309,80.27727,20,POINT(80.27727 13.096309)
1605,theft_burglary,12.965827,80.262432,-40,POINT(80.262432 12.965827)
1606,street_light,12.921128,80.216123,20,POINT(80.216123 12.921128)
1607,dark_alley,13.037877,80.256229,-20,POINT(80.256229 13.037877)
1608,hospital_clinic,12.999595,80.199648,50,POINT(80.199648 12.999595)
1609,theft_burglary,13.008831,80.182022,-40,POINT(80.182022 13.008831)
1610,assault_robbery,12.995246,80.294674,-100,POINT(80.294674 12.995246)
1611,street_light,13.129145,80.181482,20,POINT(80.181482 13.129145)
1612,street_light,13.033597,80.217323,20,POINT(80.217323 13.033597)
1613,theft_burglary,13.128689,80.21005,-40,POINT(80.21005 13.128689)
1614,transit_stop,12.991933,80.189566,10,POINT(80.189566 12.991933)
1615,street_light,12.966917,80.183886,20,POINT(80.183886 12.966917)
1616,hotspot,13.10623,80.213636,-60,POINT(80.213636 13.10623)
1617,street_light,12.902552,80.303652,20,POINT(80.303652 12.902552)
1618,theft_burglary,13.13667,80.186021,-40,POINT(80.186021 13.13667)
1619,hotspot,13.12225,80.196445,-60,POINT(80.196445 13.12225)
1620,store_24h,13.025559,80.245979,30,POINT(80.245979 13.025559)
1621,street_light,13.026822,80.174349,20,POINT(80.174349 13.026822)
1622,street_light,12.971554,80.228145,20,POINT(80.228145 12.971554)
1623,street_light,12.999997,80.227538,20,POINT(80.227538 12.999997)
1624,hotspot,12.919108,80.179403,-60,POINT(80.179403 12.919108)
1625,street_light,13.072503,80.17049,20,POINT(80.17049 13.072503)
1626,assault_robbery,13.084919,80.171587,-100,POINT(80.171587 13.084919)
1627,street_light,13.014823,80.273751,20,POINT(80.273751 13.014823)
1628,assault_robbery,13.14537,80.241923,-100,POINT(80.241923 13.14537)
1629,transit_stop,13.034877,80.306157,10,POINT(80.306157 13.034877)
1630,dark_alley,13.115808,80.266313,-20,POINT(80.266313 13.115808)
1631,theft_burglary,13.027735,80.284323,-40,POINT(80.284323 13.027735)
1632,store_24h,13.103225,80.204096,30,POINT(80.204096 13.103225)
1633,transit_stop,13.065684,80.287245,10,POINT(80.287245 13.065684)
1634,hospital_clinic,12.901852,80.220038,50,POINT(80.220038 12.901852)
1635,transit_stop,13.013096,80.297278,10,POINT(80.297278 13.013096)
1636,transit_stop,13.007484,80.187738,10,POINT(80.187738 13.007484)
1637,street_light,12.915537,80.236516,20,POINT(80.236516 12.915537)
1638,street_light,12.914554,80.302928,20,POINT(80.302928 12.914554)
1639,hotspot,13.145516,80.219068,-60,POINT(80.219068 13.145516)
1640,theft_burglary,12.926176,80.263763,-40,POINT(80.263763 12.926176)
1641,dark_alley,13.134466,80.187527,-20,POINT(80.187527 13.134466)
1642,street_light,13.08171,80.183235,20,POINT(80.183235 13.08171)
1643,street_light,12.902219,80.245629,20,POINT(80.245629 12.902219)
1644,hotspot,13.043943,80.191959,-60,POINT(80.191959 13.043943)
1645,assault_robbery,13.033472,80.282145,-100,POINT(80.282145 13.033472)
1646,dark_alley,12.934634,80.192589,-20,POINT(80.192589 12.934634)
1647,store_24h,12.917687,80.277196,30,POINT(80.277196 12.917687)
1648,police_station,13.084047,80.244092,100,POINT(80.244092 13.084047)
1649,street_light,12.935842,80.305913,20,POINT(80.305913 12.935842)
1650,street_light,12.951538,80.200338,20,POINT(80.200338 12.951538)
1651,street_light,13.079923,80.195912,20,POINT(80.195912 13.079923)
1652,transit_stop,12.907816,80.270787,10,POINT(80.270787 12.907816)
1653,dark_alley,12.929268,80.213753,-20,POINT(80.213753 12.929268)
1654,street_light,13.131044,80.267487,20,POINT(80.267487 13.131044)
1655,transit_stop,12.964451,80.178042,10,POINT(80.178042 12.964451)
1656,store_24h,12.94244,80.209624,30,POINT(80.209624 12.94244)
1657,hotspot,12.966856,80.243792,-60,POINT(80.243792 12.966856)
1658,street_light,13.057151,80.30902,20,POINT(80.30902 13.057151)
1659,street_light,13.013157,80.210123,20,POINT(80.210123 13.013157)
1660,dark_alley,12.942289,80.245417,-20,POINT(80.245417 12.942289)
1661,street_light,12.910935,80.271987,20,POINT(80.271987 12.910935)
1662,hospital_clinic,12.983836,80.236367,50,POINT(80.236367 12.983836)
1663,store_24h,13.126286,80.282436,30,POINT(80.282436 13.126286)
1664,store_24h,12.965918,80.283939,30,POINT(80.283939 12.965918)
1665,transit_stop,13.061867,80.270233,10,POINT(80.270233 13.061867)
1666,street_light,13.052115,80.289224,20,POINT(80.289224 13.052115)
1667,street_light,13.027825,80.301217,20,POINT(80.301217 13.027825)
1668,hospital_clinic,12.936962,80.259817,50,POINT(80.259817 12.936962)
1669,theft_burglary,13.080528,80.175521,-40,POINT(80.175521 13.080528)
1670,hospital_clinic,12.903746,80.260362,50,POINT(80.260362 12.903746)
1671,dark_alley,13.029671,80.260518,-20,POINT(80.260518 13.029671)
1672,store_24h,12.918468,80.201193,30,POINT(80.201193 12.918468)
1673,hotspot,13.098645,80.170182,-60,POINT(80.170182 13.098645)
1674,theft_burglary,12.912366,80.226961,-40,POINT(80.226961 12.912366)
1675,street_light,12.943893,80.212572,20,POINT(80.212572 12.943893)
1676,hotspot,12.941157,80.171431,-60,POINT(80.171431 12.941157)
1677,dark_alley,13.109033,80.308098,-20,POINT(80.308098 13.109033)
1678,theft_burglary,12.924907,80.261302,-40,POINT(80.261302 12.924907)
1679,transit_stop,12.930557,80.17033,10,POINT(80.17033 12.930557)
1680,hotspot,13.071818,80.243534,-60,POINT(80.243534 13.071818)
1681,assault_robbery,13.142645,80.27867,-100,POINT(80.27867 13.142645)
1682,street_light,12.922026,80.270861,20,POINT(80.270861 12.922026)
1683,store_24h,12.964348,80.251085,30,POINT(80.251085 12.964348)
1684,assault_robbery,12.995185,80.172828,-100,POINT(80.172828 12.995185)
1685,hospital_clinic,12.998068,80.19648,50,POINT(80.19648 12.998068)
1686,transit_stop,13.044323,80.279663,10,POINT(80.279663 13.044323)
1687,street_light,13.120681,80.257148,20,POINT(80.257148 13.120681)
1688,store_24h,12.990309,80.224709,30,POINT(80.224709 12.990309)
1689,store_24h,13.022276,80.178565,30,POINT(80.178565 13.022276)
1690,hospital_clinic,12.938071,80.209922,50,POINT(80.209922 12.938071)
1691,assault_robbery,12.940476,80.204951,-100,POINT(80.204951 12.940476)
1692,assault_robbery,13.114179,80.237746,-100,POINT(80.237746 13.114179)
1693,store_24h,13.121107,80.196422,30,POINT(80.196422 13.121107)
1694,dark_alley,13.120241,80.210292,-20,POINT(80.210292 13.120241)
1695,transit_stop,13.007321,80.21537,10,POINT(80.21537 13.007321)
1696,transit_stop,13.105403,80.232604,10,POINT(80.232604 13.105403)
1697,dark_alley,13.088636,80.251495,-20,POINT(80.251495 13.088636)
1698,transit_stop,13.149095,80.174886,10,POINT(80.174886 13.149095)
1699,theft_burglary,13.004718,80.281495,-40,POINT(80.281495 13.004718)
1700,police_station,13.024611,80.258679,100,POINT(80.258679 13.024611)
1701,dark_alley,13.094222,80.186107,-20,POINT(80.186107 13.094222)
1702,street_light,13.010824,80.288444,20,POINT(80.288444 13.010824)
1703,street_light,12.954925,80.249771,20,POINT(80.249771 12.954925)
1704,street_light,12.963026,80.293499,20,POINT(80.293499 12.963026)
1705,transit_stop,12.987701,80.290177,10,POINT(80.290177 12.987701)
1706,store_24h,13.148352,80.28152,30,POINT(80.28152 13.148352)
1707,street_light,13.025958,80.281677,20,POINT(80.281677 13.025958)
1708,hotspot,13.137491,80.286531,-60,POINT(80.286531 13.137491)
1709,street_light,13.057649,80.270047,20,POINT(80.270047 13.057649)
1710,store_24h,13.010344,80.181215,30,POINT(80.181215 13.010344)
1711,theft_burglary,13.14644,80.177413,-40,POINT(80.177413 13.14644)
1712,dark_alley,13.069398,80.260569,-20,POINT(80.260569 13.069398)
1713,theft_burglary,12.964294,80.258887,-40,POINT(80.258887 12.964294)
1714,street_light,13.132161,80.215921,20,POINT(80.215921 13.132161)
1715,street_light,12.993979,80.22503,20,POINT(80.22503 12.993979)
1716,street_light,13.106777,80.209837,20,POINT(80.209837 13.106777)
1717,street_light,13.068495,80.227938,20,POINT(80.227938 13.068495)
1718,street_light,13.126383,80.20923,20,POINT(80.20923 13.126383)
1719,store_24h,13.101539,80.300614,30,POINT(80.300614 13.101539)
1720,hotspot,13.147426,80.254401,-60,POINT(80.254401 13.147426)
1721,theft_burglary,13.063319,80.301785,-40,POINT(80.301785 13.063319)
1722,street_light,13.043343,80.174684,20,POINT(80.174684 13.043343)
1723,street_light,12.989771,80.188385,20,POINT(80.188385 12.989771)
1724,dark_alley,13.123117,80.185265,-20,POINT(80.185265 13.123117)
1725,assault_robbery,12.996091,80.18198,-100,POINT(80.18198 12.996091)
1726,transit_stop,13.058096,80.291216,10,POINT(80.291216 13.058096)
1727,transit_stop,12.986168,80.298495,10,POINT(80.298495 12.986168)
1728,hospital_clinic,12.931868,80.182554,50,POINT(80.182554 12.931868)
1729,dark_alley,13.066739,80.172249,-20,POINT(80.172249 13.066739)
1730,hotspot,12.922691,80.304833,-60,POINT(80.304833 12.922691)
1731,dark_alley,13.091552,80.272631,-20,POINT(80.272631 13.091552)
1732,dark_alley,12.913784,80.187338,-20,POINT(80.187338 12.913784)
1733,transit_stop,13.089887,80.282984,10,POINT(80.282984 13.089887)
1734,transit_stop,13.018798,80.30062,10,POINT(80.30062 13.018798)
1735,street_light,13.128813,80.266631,20,POINT(80.266631 13.128813)
1736,street_light,12.992574,80.188189,20,POINT(80.188189 12.992574)
1737,transit_stop,13.115943,80.290682,10,POINT(80.290682 13.115943)
1738,street_light,12.982192,80.20661,20,POINT(80.20661 12.982192)
1739,store_24h,13.063392,80.175799,30,POINT(80.175799 13.063392)
1740,transit_stop,13.001372,80.182568,10,POINT(80.182568 13.001372)
1741,transit_stop,13.057114,80.243809,10,POINT(80.243809 13.057114)
1742,hotspot,13.022794,80.297087,-60,POINT(80.297087 13.022794)
1743,store_24h,13.052014,80.245032,30,POINT(80.245032 13.052014)
1744,dark_alley,13.041836,80.231201,-20,POINT(80.231201 13.041836)
1745,store_24h,12.939321,80.17925,30,POINT(80.17925 12.939321)
1746,dark_alley,13.044142,80.199081,-20,POINT(80.199081 13.044142)
1747,theft_burglary,13.143365,80.222181,-40,POINT(80.222181 13.143365)
1748,store_24h,13.084431,80.23329,30,POINT(80.23329 13.084431)
1749,store_24h,12.993046,80.225839,30,POINT(80.225839 12.993046)
1750,street_light,13.067595,80.240873,20,POINT(80.240873 13.067595)
1751,street_light,13.025647,80.215688,20,POINT(80.215688 13.025647)
1752,hotspot,12.993922,80.219651,-60,POINT(80.219651 12.993922)
1753,street_light,12.927526,80.218619,20,POINT(80.218619 12.927526)
1754,hospital_clinic,13.069183,80.276118,50,POINT(80.276118 13.069183)
1755,transit_stop,13.059103,80.212684,10,POINT(80.212684 13.059103)
1756,theft_burglary,12.952366,80.246383,-40,POINT(80.246383 12.952366)
1757,transit_stop,13.034434,80.183044,10,POINT(80.183044 13.034434)
1758,hotspot,13.058924,80.302135,-60,POINT(80.302135 13.058924)
1759,theft_burglary,12.978436,80.259514,-40,POINT(80.259514 12.978436)
1760,hotspot,13.010356,80.179131,-60,POINT(80.179131 13.010356)
1761,street_light,13.094081,80.28774,20,POINT(80.28774 13.094081)
1762,hospital_clinic,13.062888,80.309697,50,POINT(80.309697 13.062888)
1763,hospital_clinic,12.905721,80.27721,50,POINT(80.27721 12.905721)
1764,hotspot,12.93028,80.212976,-60,POINT(80.212976 12.93028)
1765,street_light,12.977164,80.17497,20,POINT(80.17497 12.977164)
1766,street_light,13.060941,80.204254,20,POINT(80.204254 13.060941)
1767,police_station,12.90615,80.250144,100,POINT(80.250144 12.90615)
1768,hotspot,12.985273,80.194109,-60,POINT(80.194109 12.985273)
1769,transit_stop,12.955115,80.176287,10,POINT(80.176287 12.955115)
1770,street_light,13.00764,80.220998,20,POINT(80.220998 13.00764)
1771,store_24h,13.083399,80.239302,30,POINT(80.239302 13.083399)
1772,theft_burglary,13.004241,80.285473,-40,POINT(80.285473 13.004241)
1773,transit_stop,12.91267,80.288431,10,POINT(80.288431 12.91267)
1774,dark_alley,12.932621,80.186014,-20,POINT(80.186014 12.932621)
1775,assault_robbery,13.078738,80.301066,-100,POINT(80.301066 13.078738)
1776,street_light,12.940724,80.175102,20,POINT(80.175102 12.940724)
1777,street_light,13.132462,80.27581,20,POINT(80.27581 13.132462)
1778,street_light,13.131262,80.198978,20,POINT(80.198978 13.131262)
1779,hospital_clinic,13.063512,80.265558,50,POINT(80.265558 13.063512)
1780,hospital_clinic,13.073007,80.210748,50,POINT(80.210748 13.073007)
1781,street_light,12.965293,80.276133,20,POINT(80.276133 12.965293)
1782,transit_stop,12.949557,80.271906,10,POINT(80.271906 12.949557)
1783,transit_stop,13.09442,80.242707,10,POINT(80.242707 13.09442)
1784,theft_burglary,12.932974,80.250866,-40,POINT(80.250866 12.932974)
1785,assault_robbery,12.963415,80.289562,-100,POINT(80.289562 12.963415)
1786,transit_stop,13.072561,80.186096,10,POINT(80.186096 13.072561)
1787,theft_burglary,13.125841,80.230415,-40,POINT(80.230415 13.125841)
1788,store_24h,12.905405,80.302398,30,POINT(80.302398 12.905405)
1789,transit_stop,13.011772,80.308557,10,POINT(80.308557 13.011772)
1790,theft_burglary,12.950182,80.202475,-40,POINT(80.202475 12.950182)
1791,transit_stop,12.961683,80.175763,10,POINT(80.175763 12.961683)
1792,store_24h,13.054498,80.289981,30,POINT(80.289981 13.054498)
1793,police_station,13.072144,80.217234,100,POINT(80.217234 13.072144)
1794,transit_stop,12.974498,80.187012,10,POINT(80.187012 12.974498)
1795,assault_robbery,12.995817,80.244272,-100,POINT(80.244272 12.995817)
1796,dark_alley,12.947679,80.296176,-20,POINT(80.296176 12.947679)
1797,store_24h,13.011372,80.183385,30,POINT(80.183385 13.011372)
1798,theft_burglary,12.981544,80.290234,-40,POINT(80.290234 12.981544)
1799,transit_stop,12.918433,80.306775,10,POINT(80.306775 12.918433)
1800,theft_burglary,13.026998,80.213738,-40,POINT(80.213738 13.026998)
1801,street_light,13.028609,80.181098,20,POINT(80.181098 13.028609)
1802,store_24h,13.035224,80.178553,30,POINT(80.178553 13.035224)
1803,street_light,13.135566,80.222927,20,POINT(80.222927 13.135566)
1804,store_24h,12.911856,80.237141,30,POINT(80.237141 12.911856)
1805,transit_stop,12.925026,80.22034,10,POINT(80.22034 12.925026)
1806,transit_stop,13.038013,80.268003,10,POINT(80.268003 13.038013)
1807,hotspot,13.05922,80.260141,-60,POINT(80.260141 13.05922)
1808,store_24h,13.065497,80.22044,30,POINT(80.22044 13.065497)
1809,street_light,12.926182,80.264781,20,POINT(80.264781 12.926182)
1810,transit_stop,13.088471,80.282553,10,POINT(80.282553 13.088471)
1811,street_light,12.965003,80.22627,20,POINT(80.22627 12.965003)
1812,store_24h,13.00605,80.200988,30,POINT(80.200988 13.00605)
1813,transit_stop,12.920171,80.289059,10,POINT(80.289059 12.920171)
1814,store_24h,13.054684,80.263305,30,POINT(80.263305 13.054684)
1815,assault_robbery,12.947416,80.250618,-100,POINT(80.250618 12.947416)
1816,police_station,12.964255,80.289942,100,POINT(80.289942 12.964255)
1817,street_light,13.055067,80.282743,20,POINT(80.282743 13.055067)
1818,store_24h,12.971266,80.244909,30,POINT(80.244909 12.971266)
1819,street_light,13.12956,80.283111,20,POINT(80.283111 13.12956)
1820,transit_stop,12.964797,80.280465,10,POINT(80.280465 12.964797)
1821,street_light,12.917612,80.258036,20,POINT(80.258036 12.917612)
1822,store_24h,13.092498,80.207442,30,POINT(80.207442 13.092498)
1823,dark_alley,12.931834,80.192759,-20,POINT(80.192759 12.931834)
1824,street_light,13.029131,80.197778,20,POINT(80.197778 13.029131)
1825,store_24h,13.037076,80.268112,30,POINT(80.268112 13.037076)
1826,store_24h,12.985903,80.293856,30,POINT(80.293856 12.985903)
1827,transit_stop,12.962836,80.189307,10,POINT(80.189307 12.962836)
1828,theft_burglary,13.099882,80.198485,-40,POINT(80.198485 13.099882)
1829,assault_robbery,13.119575,80.305317,-100,POINT(80.305317 13.119575)
1830,theft_burglary,13.074185,80.27296,-40,POINT(80.27296 13.074185)
1831,theft_burglary,13.060532,80.239149,-40,POINT(80.239149 13.060532)
1832,store_24h,12.973777,80.308938,30,POINT(80.308938 12.973777)
1833,street_light,12.902176,80.26102,20,POINT(80.26102 12.902176)
1834,assault_robbery,12.952691,80.20171,-100,POINT(80.20171 12.952691)
1835,store_24h,13.074261,80.170388,30,POINT(80.170388 13.074261)
1836,street_light,13.06158,80.183749,20,POINT(80.183749 13.06158)
1837,transit_stop,13.060475,80.182695,10,POINT(80.182695 13.060475)
1838,dark_alley,13.111117,80.242168,-20,POINT(80.242168 13.111117)
1839,theft_burglary,13.041645,80.265877,-40,POINT(80.265877 13.041645)
1840,store_24h,12.934132,80.287644,30,POINT(80.287644 12.934132)
1841,assault_robbery,13.113818,80.274266,-100,POINT(80.274266 13.113818)
1842,transit_stop,13.114039,80.300789,10,POINT(80.300789 13.114039)
1843,theft_burglary,12.93069,80.275312,-40,POINT(80.275312 12.93069)
1844,theft_burglary,12.90092,80.260658,-40,POINT(80.260658 12.90092)
1845,street_light,12.927862,80.182623,20,POINT(80.182623 12.927862)
1846,theft_burglary,13.046664,80.21821,-40,POINT(80.21821 13.046664)
1847,street_light,12.977758,80.210786,20,POINT(80.210786 12.977758)
1848,street_light,13.01571,80.277486,20,POINT(80.277486 13.01571)
1849,hotspot,13.048522,80.218911,-60,POINT(80.218911 13.048522)
1850,theft_burglary,12.926184,80.23868,-40,POINT(80.23868 12.926184)
1851,store_24h,13.116683,80.265962,30,POINT(80.265962 13.116683)
1852,police_station,13.056843,80.202477,100,POINT(80.202477 13.056843)
1853,street_light,13.009597,80.261057,20,POINT(80.261057 13.009597)
1854,transit_stop,13.055106,80.201355,10,POINT(80.201355 13.055106)
1855,street_light,13.060797,80.218142,20,POINT(80.218142 13.060797)
1856,hotspot,13.08092,80.208471,-60,POINT(80.208471 13.08092)
1857,store_24h,13.106103,80.288036,30,POINT(80.288036 13.106103)
1858,store_24h,12.916834,80.177022,30,POINT(80.177022 12.916834)
1859,street_light,12.980574,80.240502,20,POINT(80.240502 12.980574)
1860,dark_alley,12.902119,80.241417,-20,POINT(80.241417 12.902119)
1861,street_light,12.9643,80.28414,20,POINT(80.28414 12.9643)
1862,theft_burglary,13.102227,80.183616,-40,POINT(80.183616 13.102227)
1863,store_24h,13.036205,80.231362,30,POINT(80.231362 13.036205)
1864,street_light,12.970691,80.24342,20,POINT(80.24342 12.970691)
1865,transit_stop,13.13991,80.309004,10,POINT(80.309004 13.13991)
1866,transit_stop,13.022048,80.289191,10,POINT(80.289191 13.022048)
1867,street_light,12.928691,80.25034,20,POINT(80.25034 12.928691)
1868,dark_alley,12.939967,80.263777,-20,POINT(80.263777 12.939967)
1869,hotspot,13.131314,80.228697,-60,POINT(80.228697 13.131314)
1870,street_light,13.062593,80.277347,20,POINT(80.277347 13.062593)
1871,hospital_clinic,13.025895,80.209816,50,POINT(80.209816 13.025895)
1872,dark_alley,13.005643,80.259694,-20,POINT(80.259694 13.005643)
1873,store_24h,12.966619,80.292626,30,POINT(80.292626 12.966619)
1874,assault_robbery,13.059458,80.226743,-100,POINT(80.226743 13.059458)
1875,transit_stop,13.051862,80.187559,10,POINT(80.187559 13.051862)
1876,street_light,12.948682,80.284505,20,POINT(80.284505 12.948682)
1877,hospital_clinic,13.00121,80.191605,50,POINT(80.191605 13.00121)
1878,street_light,13.007268,80.255116,20,POINT(80.255116 13.007268)
1879,street_light,12.921948,80.171161,20,POINT(80.171161 12.921948)
1880,dark_alley,12.958085,80.250683,-20,POINT(80.250683 12.958085)
1881,street_light,13.050531,80.198959,20,POINT(80.198959 13.050531)
1882,street_light,13.108148,80.197212,20,POINT(80.197212 13.108148)
1883,hotspot,12.973261,80.267987,-60,POINT(80.267987 12.973261)
1884,theft_burglary,13.100047,80.195053,-40,POINT(80.195053 13.100047)
1885,hotspot,12.936961,80.231756,-60,POINT(80.231756 12.936961)
1886,transit_stop,12.910238,80.17698,10,POINT(80.17698 12.910238)
1887,dark_alley,13.02121,80.198687,-20,POINT(80.198687 13.02121)
1888,street_light,12.965378,80.263107,20,POINT(80.263107 12.965378)
1889,transit_stop,13.007274,80.170748,10,POINT(80.170748 13.007274)
1890,hospital_clinic,13.008043,80.264144,50,POINT(80.264144 13.008043)
1891,hotspot,13.070117,80.234224,-60,POINT(80.234224 13.070117)
1892,street_light,12.945117,80.214112,20,POINT(80.214112 12.945117)
1893,store_24h,12.985464,80.218982,30,POINT(80.218982 12.985464)
1894,dark_alley,13.035236,80.26377,-20,POINT(80.26377 13.035236)
1895,transit_stop,13.114817,80.252334,10,POINT(80.252334 13.114817)
1896,dark_alley,12.960446,80.22521,-20,POINT(80.22521 12.960446)
1897,store_24h,12.958505,80.24152,30,POINT(80.24152 12.958505)
1898,store_24h,13.13689,80.242056,30,POINT(80.242056 13.13689)
1899,transit_stop,13.14867,80.241988,10,POINT(80.241988 13.14867)
1900,dark_alley,12.985651,80.227299,-20,POINT(80.227299 12.985651)
1901,hospital_clinic,13.117337,80.277429,50,POINT(80.277429 13.117337)
1902,hotspot,13.131382,80.193989,-60,POINT(80.193989 13.131382)
1903,transit_stop,12.944057,80.295428,10,POINT(80.295428 12.944057)
1904,store_24h,12.952053,80.188321,30,POINT(80.188321 12.952053)
1905,theft_burglary,12.939085,80.236997,-40,POINT(80.236997 12.939085)
1906,theft_burglary,13.064113,80.270795,-40,POINT(80.270795 13.064113)
1907,assault_robbery,13.133756,80.181414,-100,POINT(80.181414 13.133756)
1908,police_station,13.010017,80.217249,100,POINT(80.217249 13.010017)
1909,transit_stop,12.91024,80.175542,10,POINT(80.175542 12.91024)
1910,transit_stop,13.0935,80.288665,10,POINT(80.288665 13.0935)
1911,street_light,13.136672,80.258368,20,POINT(80.258368 13.136672)
1912,hotspot,12.913537,80.209621,-60,POINT(80.209621 12.913537)
1913,dark_alley,12.909658,80.196678,-20,POINT(80.196678 12.909658)
1914,transit_stop,12.995702,80.300723,10,POINT(80.300723 12.995702)
1915,hotspot,13.119642,80.219657,-60,POINT(80.219657 13.119642)
1916,street_light,12.967575,80.30259,20,POINT(80.30259 12.967575)
1917,street_light,13.115058,80.296594,20,POINT(80.296594 13.115058)
1918,dark_alley,12.904361,80.281488,-20,POINT(80.281488 12.904361)
1919,store_24h,12.970134,80.258025,30,POINT(80.258025 12.970134)
1920,street_light,13.13137,80.203947,20,POINT(80.203947 13.13137)
1921,assault_robbery,13.018859,80.177723,-100,POINT(80.177723 13.018859)
1922,transit_stop,13.113794,80.203684,10,POINT(80.203684 13.113794)
1923,street_light,12.985569,80.230499,20,POINT(80.230499 12.985569)
1924,store_24h,12.95397,80.267875,30,POINT(80.267875 12.95397)
1925,hospital_clinic,12.957113,80.198429,50,POINT(80.198429 12.957113)
1926,street_light,12.996195,80.183357,20,POINT(80.183357 12.996195)
1927,assault_robbery,12.974519,80.285832,-100,POINT(80.285832 12.974519)
1928,assault_robbery,12.963314,80.187609,-100,POINT(80.187609 12.963314)
1929,transit_stop,12.989969,80.190944,10,POINT(80.190944 12.989969)
1930,transit_stop,13.030637,80.283635,10,POINT(80.283635 13.030637)
1931,street_light,12.997304,80.211284,20,POINT(80.211284 12.997304)
1932,street_light,13.125895,80.297274,20,POINT(80.297274 13.125895)
1933,assault_robbery,13.013032,80.25594,-100,POINT(80.25594 13.013032)
1934,theft_burglary,13.010395,80.211978,-40,POINT(80.211978 13.010395)
1935,transit_stop,12.916836,80.292101,10,POINT(80.292101 12.916836)
1936,transit_stop,13.102323,80.267474,10,POINT(80.267474 13.102323)
1937,street_light,13.010459,80.307786,20,POINT(80.307786 13.010459)
1938,hotspot,12.98601,80.218027,-60,POINT(80.218027 12.98601)
1939,street_light,12.995107,80.30421,20,POINT(80.30421 12.995107)
1940,store_24h,13.06711,80.170675,30,POINT(80.170675 13.06711)
1941,theft_burglary,12.917933,80.220096,-40,POINT(80.220096 12.917933)
1942,hotspot,13.124428,80.255077,-60,POINT(80.255077 13.124428)
1943,street_light,13.146585,80.270064,20,POINT(80.270064 13.146585)
1944,street_light,13.075615,80.188313,20,POINT(80.188313 13.075615)
1945,street_light,13.064289,80.28608,20,POINT(80.28608 13.064289)
1946,hotspot,13.073829,80.231747,-60,POINT(80.231747 13.073829)
1947,street_light,12.950149,80.205296,20,POINT(80.205296 12.950149)
1948,assault_robbery,13.039389,80.260035,-100,POINT(80.260035 13.039389)
1949,store_24h,12.926624,80.217738,30,POINT(80.217738 12.926624)
1950,transit_stop,13.025593,80.297224,10,POINT(80.297224 13.025593)
1951,hospital_clinic,13.062307,80.243078,50,POINT(80.243078 13.062307)
1952,hotspot,13.120413,80.297804,-60,POINT(80.297804 13.120413)
1953,street_light,12.989064,80.180509,20,POINT(80.180509 12.989064)
1954,street_light,13.13966,80.178364,20,POINT(80.178364 13.13966)
1955,dark_alley,13.088544,80.214733,-20,POINT(80.214733 13.088544)
1956,transit_stop,13.073658,80.284592,10,POINT(80.284592 13.073658)
1957,street_light,12.946227,80.300159,20,POINT(80.300159 12.946227)
1958,hotspot,13.04213,80.242607,-60,POINT(80.242607 13.04213)
1959,street_light,12.991652,80.194359,20,POINT(80.194359 12.991652)
1960,street_light,13.061945,80.260419,20,POINT(80.260419 13.061945)
1961,store_24h,12.961504,80.293119,30,POINT(80.293119 12.961504)
1962,transit_stop,13.072106,80.294155,10,POINT(80.294155 13.072106)
1963,theft_burglary,13.098261,80.172,-40,POINT(80.172 13.098261)
1964,dark_alley,13.024778,80.281937,-20,POINT(80.281937 13.024778)
1965,dark_alley,12.93564,80.226579,-20,POINT(80.226579 12.93564)
1966,store_24h,13.094132,80.289071,30,POINT(80.289071 13.094132)
1967,street_light,12.976137,80.182692,20,POINT(80.182692 12.976137)
1968,assault_robbery,12.97928,80.18649,-100,POINT(80.18649 12.97928)
1969,assault_robbery,12.911538,80.243593,-100,POINT(80.243593 12.911538)
1970,transit_stop,13.053114,80.238972,10,POINT(80.238972 13.053114)
1971,street_light,13.106845,80.25872,20,POINT(80.25872 13.106845)
1972,street_light,13.131347,80.268726,20,POINT(80.268726 13.131347)
1973,street_light,12.939376,80.215301,20,POINT(80.215301 12.939376)
1974,dark_alley,13.0579,80.215435,-20,POINT(80.215435 13.0579)
1975,street_light,13.074334,80.25683,20,POINT(80.25683 13.074334)
1976,dark_alley,13.04422,80.255064,-20,POINT(80.255064 13.04422)
1977,store_24h,13.147342,80.303663,30,POINT(80.303663 13.147342)
1978,transit_stop,13.111979,80.220236,10,POINT(80.220236 13.111979)
1979,theft_burglary,13.08766,80.199649,-40,POINT(80.199649 13.08766)
1980,transit_stop,12.900291,80.189369,10,POINT(80.189369 12.900291)
1981,dark_alley,12.93339,80.186284,-20,POINT(80.186284 12.93339)
1982,dark_alley,13.059981,80.234979,-20,POINT(80.234979 13.059981)
1983,assault_robbery,13.01489,80.289224,-100,POINT(80.289224 13.01489)
